20:06:22.146;48.8529;2.34661;49.0437;1.79729;48.6614;2.89592;10
20:06:22.231;48.8466;2.34661;49.0374;1.79729;48.6551;2.89592;10
20:06:22.231;48.8403;2.34661;49.0311;1.79729;48.6487;2.89592;10
20:06:22.231;48.833;2.34661;49.0238;1.79729;48.6415;2.89592;10
20:06:22.231;48.8258;2.34798;49.0167;1.79867;48.6342;2.8973;10
20:06:22.231;48.8186;2.34798;49.0094;1.79867;48.6269;2.8973;10
20:06:22.281;48.8095;2.34798;49.0004;1.79867;48.6179;2.8973;10
20:06:22.281;48.8023;2.34798;48.9932;1.79867;48.6106;2.8973;10
20:06:22.281;48.796;2.34798;48.9869;1.79867;48.6043;2.8973;10
20:06:22.300;48.7941;2.34661;48.9851;1.79729;48.6024;2.89592;10
20:06:22.314;48.7941;2.34524;48.9851;1.79592;48.6024;2.89455;10
20:06:22.413;48.7932;2.34386;48.9842;1.79455;48.6015;2.89318;10
20:06:22.467;48.7941;2.34386;48.9851;1.79455;48.6024;2.89318;10
20:06:22.467;48.796;2.34249;48.9869;1.79317;48.6043;2.8918;10
20:06:22.467;48.7996;2.34112;48.9905;1.7918;48.6079;2.89043;10
20:06:22.509;48.8014;2.33974;48.9923;1.79043;48.6097;2.88906;10
20:06:22.509;48.8059;2.337;48.9968;1.78768;48.6142;2.88631;10
